transaction_id,txn_date,from_account_id,to_account_id,external_party,external_country,amount,channel,description
T00375,2026-04-01,,A0014,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00376,2026-04-07,A0014,,Rent,,565,CARD,Everyday spend
T00377,2026-04-10,A0014,,Insurer,,266,CARD,Everyday spend
T00378,2026-04-06,A0014,,Utility Co,,509,CARD,Everyday spend
T00379,2026-04-15,,A0014,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00380,2026-04-22,A0014,,Rent,,476,CARD,Everyday spend
T00381,2026-04-27,A0014,,Utility Co,,494,CARD,Everyday spend
T00382,2026-04-21,A0014,,Utility Co,,662,CARD,Everyday spend
T00383,2026-04-29,,A0014,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00384,2026-05-04,A0014,,Rent,,679,ACH,Everyday spend
T00385,2026-05-09,A0014,,Rent,,583,ACH,Everyday spend
T00386,2026-05-13,,A0014,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00387,2026-05-23,A0014,,Utility Co,,480,CARD,Everyday spend
T00388,2026-05-24,A0014,,Rent,,706,CARD,Everyday spend
T00389,2026-05-21,A0014,,Streaming,,273,ACH,Everyday spend
T00390,2026-05-21,A0014,,Utility Co,,448,ACH,Everyday spend
T00391,2026-05-27,,A0014,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00392,2026-06-03,A0014,,Streaming,,360,ACH,Everyday spend
T00393,2026-05-30,A0014,,Utility Co,,743,ACH,Everyday spend
T00394,2026-05-29,A0014,,Utility Co,,891,CARD,Everyday spend
T00395,2026-06-10,,A0014,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00396,2026-06-12,A0014,,Grocery,,802,ACH,Everyday spend
T00397,2026-06-19,A0014,,Utility Co,,101,ACH,Everyday spend
T00398,2026-06-17,A0014,,Utility Co,,402,ACH,Everyday spend
T00399,2026-06-24,,A0014,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00400,2026-07-04,A0014,,Utility Co,,359,ACH,Everyday spend
T00401,2026-07-04,A0014,,Grocery,,559,CARD,Everyday spend
T00402,2026-07-05,A0014,,Utility Co,,533,CARD,Everyday spend
T00403,2026-04-01,,A0015,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00404,2026-04-12,A0015,,Insurer,,698,CARD,Everyday spend
T00405,2026-04-12,A0015,,Utility Co,,889,ACH,Everyday spend
T00406,2026-04-04,A0015,,Streaming,,319,ACH,Everyday spend
T00407,2026-04-07,A0015,,Grocery,,46,CARD,Everyday spend
T00408,2026-04-15,,A0015,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00409,2026-04-26,A0015,,Grocery,,450,CARD,Everyday spend
T00410,2026-04-27,A0015,,Utility Co,,688,CARD,Everyday spend
T00411,2026-04-27,A0015,,Rent,,583,CARD,Everyday spend
T00412,2026-04-22,A0015,,Grocery,,504,ACH,Everyday spend
T00413,2026-04-29,,A0015,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00414,2026-05-04,A0015,,Insurer,,778,ACH,Everyday spend
T00415,2026-05-09,A0015,,Grocery,,126,CARD,Everyday spend
T00416,2026-05-02,A0015,,Utility Co,,812,CARD,Everyday spend
T00417,2026-05-13,,A0015,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00418,2026-05-21,A0015,,Rent,,717,ACH,Everyday spend
T00419,2026-05-23,A0015,,Streaming,,492,ACH,Everyday spend
T00420,2026-05-17,A0015,,Streaming,,813,CARD,Everyday spend
T00421,2026-05-27,,A0015,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00422,2026-05-29,A0015,,Insurer,,330,ACH,Everyday spend
T00423,2026-06-07,A0015,,Grocery,,355,CARD,Everyday spend
T00424,2026-06-03,A0015,,Utility Co,,653,CARD,Everyday spend
T00425,2026-06-10,,A0015,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00426,2026-06-15,A0015,,Streaming,,256,CARD,Everyday spend
T00427,2026-06-15,A0015,,Utility Co,,375,CARD,Everyday spend
T00428,2026-06-24,,A0015,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00429,2026-07-06,A0015,,Grocery,,480,CARD,Everyday spend
T00430,2026-07-01,A0015,,Insurer,,585,CARD,Everyday spend
T00431,2026-07-03,A0015,,Utility Co,,893,ACH,Everyday spend
T00432,2026-04-01,,A0016,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00433,2026-04-12,A0016,,Utility Co,,467,ACH,Everyday spend
T00434,2026-04-08,A0016,,Grocery,,61,ACH,Everyday spend
T00435,2026-04-11,A0016,,Utility Co,,511,ACH,Everyday spend
T00436,2026-04-08,A0016,,Rent,,148,CARD,Everyday spend
T00437,2026-04-15,,A0016,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00438,2026-04-22,A0016,,Rent,,576,CARD,Everyday spend
T00439,2026-04-20,A0016,,Grocery,,803,ACH,Everyday spend
T00440,2026-04-21,A0016,,Utility Co,,837,CARD,Everyday spend
T00441,2026-04-24,A0016,,Insurer,,688,CARD,Everyday spend
T00442,2026-04-29,,A0016,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00443,2026-05-03,A0016,,Streaming,,834,ACH,Everyday spend
T00444,2026-05-11,A0016,,Grocery,,878,CARD,Everyday spend
T00445,2026-05-01,A0016,,Grocery,,189,ACH,Everyday spend
T00446,2026-05-02,A0016,,Utility Co,,656,CARD,Everyday spend
T00447,2026-05-13,,A0016,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00448,2026-05-24,A0016,,Insurer,,545,ACH,Everyday spend
T00449,2026-05-23,A0016,,Streaming,,499,ACH,Everyday spend
T00450,2026-05-27,,A0016,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00451,2026-06-04,A0016,,Rent,,109,ACH,Everyday spend
T00452,2026-06-07,A0016,,Insurer,,350,ACH,Everyday spend
T00453,2026-06-10,,A0016,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00454,2026-06-16,A0016,,Streaming,,559,CARD,Everyday spend
T00455,2026-06-18,A0016,,Utility Co,,502,CARD,Everyday spend
T00456,2026-06-24,,A0016,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00457,2026-06-29,A0016,,Insurer,,118,CARD,Everyday spend
T00458,2026-07-04,A0016,,Rent,,559,ACH,Everyday spend
T00459,2026-07-04,A0016,,Rent,,607,CARD,Everyday spend
T00460,2026-04-01,,A0017,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00461,2026-04-03,A0017,,Utility Co,,556,CARD,Everyday spend
T00462,2026-04-05,A0017,,Rent,,764,ACH,Everyday spend
T00463,2026-04-10,A0017,,Streaming,,575,CARD,Everyday spend
T00464,2026-04-07,A0017,,Rent,,329,ACH,Everyday spend
T00465,2026-04-15,,A0017,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00466,2026-04-26,A0017,,Streaming,,652,CARD,Everyday spend
T00467,2026-04-17,A0017,,Insurer,,377,CARD,Everyday spend
T00468,2026-04-26,A0017,,Streaming,,435,ACH,Everyday spend
T00469,2026-04-29,,A0017,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00470,2026-05-10,A0017,,Streaming,,657,CARD,Everyday spend
T00471,2026-05-01,A0017,,Streaming,,636,CARD,Everyday spend
T00472,2026-05-04,A0017,,Grocery,,711,ACH,Everyday spend
T00473,2026-05-09,A0017,,Streaming,,765,CARD,Everyday spend
T00474,2026-05-13,,A0017,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00475,2026-05-20,A0017,,Grocery,,698,ACH,Everyday spend
T00476,2026-05-24,A0017,,Rent,,759,CARD,Everyday spend
T00477,2026-05-22,A0017,,Streaming,,410,CARD,Everyday spend
T00478,2026-05-18,A0017,,Streaming,,224,CARD,Everyday spend
T00479,2026-05-27,,A0017,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00480,2026-05-31,A0017,,Grocery,,271,CARD,Everyday spend
T00481,2026-05-29,A0017,,Insurer,,342,CARD,Everyday spend
T00482,2026-06-05,A0017,,Streaming,,895,CARD,Everyday spend
T00483,2026-06-10,,A0017,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00484,2026-06-13,A0017,,Grocery,,651,ACH,Everyday spend
T00485,2026-06-13,A0017,,Rent,,225,CARD,Everyday spend
T00486,2026-06-11,A0017,,Grocery,,460,ACH,Everyday spend
T00487,2026-06-18,A0017,,Rent,,665,ACH,Everyday spend
T00488,2026-06-24,,A0017,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00489,2026-07-03,A0017,,Rent,,284,ACH,Everyday spend
T00490,2026-06-28,A0017,,Rent,,416,ACH,Everyday spend
T00491,2026-04-01,,A0018,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00492,2026-04-09,A0018,,Insurer,,420,CARD,Everyday spend
T00493,2026-04-03,A0018,,Grocery,,331,CARD,Everyday spend
T00494,2026-04-06,A0018,,Rent,,500,CARD,Everyday spend
T00495,2026-04-03,A0018,,Streaming,,267,ACH,Everyday spend
T00496,2026-04-15,,A0018,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00497,2026-04-22,A0018,,Insurer,,94,ACH,Everyday spend
T00498,2026-04-21,A0018,,Utility Co,,281,ACH,Everyday spend
T00499,2026-04-29,,A0018,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00500,2026-05-03,A0018,,Utility Co,,68,ACH,Everyday spend
T00501,2026-05-11,A0018,,Grocery,,705,ACH,Everyday spend
T00502,2026-05-02,A0018,,Rent,,79,ACH,Everyday spend
T00503,2026-05-13,,A0018,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00504,2026-05-16,A0018,,Rent,,817,ACH,Everyday spend
T00505,2026-05-23,A0018,,Utility Co,,45,CARD,Everyday spend
T00506,2026-05-18,A0018,,Insurer,,260,CARD,Everyday spend
T00507,2026-05-25,A0018,,Utility Co,,663,ACH,Everyday spend
T00508,2026-05-27,,A0018,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00509,2026-05-31,A0018,,Utility Co,,348,CARD,Everyday spend
T00510,2026-05-31,A0018,,Utility Co,,469,ACH,Everyday spend
T00511,2026-05-29,A0018,,Insurer,,896,ACH,Everyday spend
T00512,2026-06-10,,A0018,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00513,2026-06-11,A0018,,Grocery,,687,CARD,Everyday spend
T00514,2026-06-15,A0018,,Insurer,,479,CARD,Everyday spend
T00515,2026-06-16,A0018,,Grocery,,286,ACH,Everyday spend
T00516,2026-06-21,A0018,,Insurer,,724,CARD,Everyday spend
T00517,2026-06-24,,A0018,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00518,2026-06-26,A0018,,Rent,,578,CARD,Everyday spend
T00519,2026-07-02,A0018,,Streaming,,84,ACH,Everyday spend
T00520,2026-06-29,A0018,,Streaming,,805,CARD,Everyday spend
T00521,2026-04-01,,A0019,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00522,2026-04-10,A0019,,Rent,,386,CARD,Everyday spend
T00523,2026-04-13,A0019,,Grocery,,530,CARD,Everyday spend
T00524,2026-04-03,A0019,,Utility Co,,773,ACH,Everyday spend
T00525,2026-04-15,,A0019,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00526,2026-04-19,A0019,,Utility Co,,84,CARD,Everyday spend
T00527,2026-04-21,A0019,,Insurer,,357,ACH,Everyday spend
T00528,2026-04-23,A0019,,Grocery,,299,CARD,Everyday spend
T00529,2026-04-29,,A0019,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00530,2026-05-05,A0019,,Streaming,,839,CARD,Everyday spend
T00531,2026-05-04,A0019,,Rent,,167,ACH,Everyday spend
T00532,2026-05-06,A0019,,Rent,,801,ACH,Everyday spend
T00533,2026-05-13,,A0019,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00534,2026-05-16,A0019,,Streaming,,548,ACH,Everyday spend
T00535,2026-05-22,A0019,,Rent,,313,CARD,Everyday spend
T00536,2026-05-15,A0019,,Insurer,,480,CARD,Everyday spend
T00537,2026-05-27,,A0019,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00538,2026-06-02,A0019,,Streaming,,145,CARD,Everyday spend
T00539,2026-06-07,A0019,,Rent,,342,ACH,Everyday spend
T00540,2026-06-06,A0019,,Grocery,,774,ACH,Everyday spend
T00541,2026-06-10,,A0019,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00542,2026-06-18,A0019,,Utility Co,,399,ACH,Everyday spend
T00543,2026-06-22,A0019,,Streaming,,401,ACH,Everyday spend
T00544,2026-06-21,A0019,,Utility Co,,850,CARD,Everyday spend
T00545,2026-06-21,A0019,,Streaming,,692,ACH,Everyday spend
T00546,2026-06-24,,A0019,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00547,2026-07-06,A0019,,Utility Co,,735,CARD,Everyday spend
T00548,2026-06-27,A0019,,Utility Co,,662,ACH,Everyday spend
T00549,2026-06-27,A0019,,Streaming,,108,CARD,Everyday spend
T00550,2026-06-30,A0019,,Insurer,,432,CARD,Everyday spend
T00551,2026-04-01,,A0020,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00552,2026-04-07,A0020,,Grocery,,705,ACH,Everyday spend
T00553,2026-04-03,A0020,,Rent,,66,CARD,Everyday spend
T00554,2026-04-10,A0020,,Streaming,,436,CARD,Everyday spend
T00555,2026-04-15,,A0020,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00556,2026-04-27,A0020,,Insurer,,496,CARD,Everyday spend
T00557,2026-04-20,A0020,,Grocery,,750,ACH,Everyday spend
T00558,2026-04-17,A0020,,Rent,,178,CARD,Everyday spend
T00559,2026-04-29,,A0020,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00560,2026-05-11,A0020,,Streaming,,495,CARD,Everyday spend
T00561,2026-05-10,A0020,,Insurer,,395,CARD,Everyday spend
T00562,2026-05-13,,A0020,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00563,2026-05-18,A0020,,Grocery,,347,CARD,Everyday spend
T00564,2026-05-19,A0020,,Utility Co,,560,CARD,Everyday spend
T00565,2026-05-17,A0020,,Grocery,,851,CARD,Everyday spend
T00566,2026-05-21,A0020,,Insurer,,66,ACH,Everyday spend
T00567,2026-05-27,,A0020,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00568,2026-06-02,A0020,,Insurer,,518,CARD,Everyday spend
T00569,2026-05-29,A0020,,Rent,,107,ACH,Everyday spend
T00570,2026-06-08,A0020,,Insurer,,776,ACH,Everyday spend
T00571,2026-06-03,A0020,,Insurer,,827,ACH,Everyday spend
T00572,2026-06-10,,A0020,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00573,2026-06-13,A0020,,Rent,,364,CARD,Everyday spend
T00574,2026-06-18,A0020,,Grocery,,736,ACH,Everyday spend
T00575,2026-06-24,,A0020,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00576,2026-07-05,A0020,,Grocery,,641,CARD,Everyday spend
T00577,2026-07-01,A0020,,Utility Co,,554,CARD,Everyday spend
T00578,2026-07-03,A0020,,Grocery,,196,ACH,Everyday spend
T00579,2026-06-27,A0020,,Streaming,,370,CARD,Everyday spend
T00580,2026-04-01,,A0021,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00581,2026-04-03,A0021,,Insurer,,554,CARD,Everyday spend
T00582,2026-04-11,A0021,,Insurer,,197,CARD,Everyday spend
T00583,2026-04-13,A0021,,Insurer,,659,ACH,Everyday spend
T00584,2026-04-02,A0021,,Utility Co,,885,CARD,Everyday spend
T00585,2026-04-15,,A0021,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00586,2026-04-26,A0021,,Grocery,,829,ACH,Everyday spend
T00587,2026-04-25,A0021,,Rent,,466,CARD,Everyday spend
T00588,2026-04-29,,A0021,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00589,2026-05-08,A0021,,Rent,,336,ACH,Everyday spend
T00590,2026-05-03,A0021,,Streaming,,864,ACH,Everyday spend
T00591,2026-05-07,A0021,,Grocery,,114,CARD,Everyday spend
T00592,2026-05-07,A0021,,Rent,,465,ACH,Everyday spend
T00593,2026-05-13,,A0021,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00594,2026-05-19,A0021,,Streaming,,661,CARD,Everyday spend
T00595,2026-05-25,A0021,,Rent,,366,ACH,Everyday spend
T00596,2026-05-27,,A0021,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00597,2026-06-02,A0021,,Streaming,,567,CARD,Everyday spend
T00598,2026-05-31,A0021,,Streaming,,517,CARD,Everyday spend
T00599,2026-06-10,,A0021,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00600,2026-06-14,A0021,,Utility Co,,184,CARD,Everyday spend
T00601,2026-06-15,A0021,,Grocery,,433,ACH,Everyday spend
T00602,2026-06-13,A0021,,Insurer,,873,ACH,Everyday spend
T00603,2026-06-24,,A0021,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T00604,2026-06-30,A0021,,Rent,,234,CARD,Everyday spend
T00605,2026-07-03,A0021,,Streaming,,518,ACH,Everyday spend
T00606,2026-07-02,A0021,,Rent,,63,CARD,Everyday spend
T00607,2026-07-03,A0021,,Grocery,,508,CARD,Everyday spend
T00608,2026-04-01,,A0022,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00609,2026-04-08,A0022,,Streaming,,177,ACH,Everyday spend
T00610,2026-04-08,A0022,,Rent,,414,CARD,Everyday spend
T00611,2026-04-15,,A0022,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00612,2026-04-25,A0022,,Streaming,,615,CARD,Everyday spend
T00613,2026-04-24,A0022,,Rent,,335,CARD,Everyday spend
T00614,2026-04-29,,A0022,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00615,2026-05-07,A0022,,Insurer,,822,ACH,Everyday spend
T00616,2026-05-10,A0022,,Grocery,,665,CARD,Everyday spend
T00617,2026-05-01,A0022,,Streaming,,443,ACH,Everyday spend
T00618,2026-05-08,A0022,,Grocery,,414,CARD,Everyday spend
T00619,2026-05-13,,A0022,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00620,2026-05-22,A0022,,Utility Co,,451,CARD,Everyday spend
T00621,2026-05-14,A0022,,Rent,,180,ACH,Everyday spend
T00622,2026-05-22,A0022,,Insurer,,507,CARD,Everyday spend
T00623,2026-05-22,A0022,,Insurer,,183,ACH,Everyday spend
T00624,2026-05-27,,A0022,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00625,2026-05-30,A0022,,Insurer,,442,ACH,Everyday spend
T00626,2026-06-02,A0022,,Insurer,,559,ACH,Everyday spend
T00627,2026-06-01,A0022,,Streaming,,526,CARD,Everyday spend
T00628,2026-06-10,,A0022,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00629,2026-06-21,A0022,,Insurer,,152,ACH,Everyday spend
T00630,2026-06-15,A0022,,Insurer,,855,CARD,Everyday spend
T00631,2026-06-18,A0022,,Utility Co,,311,CARD,Everyday spend
T00632,2026-06-24,,A0022,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00633,2026-07-02,A0022,,Grocery,,214,ACH,Everyday spend
T00634,2026-07-05,A0022,,Insurer,,288,CARD,Everyday spend
T00635,2026-07-06,A0022,,Utility Co,,152,CARD,Everyday spend
T00636,2026-07-02,A0022,,Grocery,,361,ACH,Everyday spend
T00637,2026-04-01,,A0023,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00638,2026-04-10,A0023,,Insurer,,372,ACH,Everyday spend
T00639,2026-04-08,A0023,,Rent,,361,CARD,Everyday spend
T00640,2026-04-15,,A0023,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00641,2026-04-21,A0023,,Streaming,,599,ACH,Everyday spend
T00642,2026-04-25,A0023,,Grocery,,535,CARD,Everyday spend
T00643,2026-04-20,A0023,,Grocery,,611,ACH,Everyday spend
T00644,2026-04-20,A0023,,Grocery,,829,ACH,Everyday spend
T00645,2026-04-29,,A0023,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00646,2026-05-11,A0023,,Rent,,540,ACH,Everyday spend
T00647,2026-05-05,A0023,,Streaming,,613,ACH,Everyday spend
T00648,2026-05-01,A0023,,Rent,,627,ACH,Everyday spend
T00649,2026-05-05,A0023,,Streaming,,831,CARD,Everyday spend
T00650,2026-05-13,,A0023,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00651,2026-05-18,A0023,,Streaming,,771,CARD,Everyday spend
T00652,2026-05-21,A0023,,Rent,,711,ACH,Everyday spend
T00653,2026-05-27,,A0023,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00654,2026-05-31,A0023,,Insurer,,887,ACH,Everyday spend
T00655,2026-06-08,A0023,,Utility Co,,318,CARD,Everyday spend
T00656,2026-06-10,,A0023,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00657,2026-06-22,A0023,,Grocery,,640,CARD,Everyday spend
T00658,2026-06-11,A0023,,Grocery,,725,CARD,Everyday spend
T00659,2026-06-11,A0023,,Streaming,,142,ACH,Everyday spend
T00660,2026-06-22,A0023,,Grocery,,523,CARD,Everyday spend
T00661,2026-06-24,,A0023,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00662,2026-07-03,A0023,,Rent,,201,ACH,Everyday spend
T00663,2026-07-02,A0023,,Streaming,,706,CARD,Everyday spend
T00664,2026-04-01,,A0024,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00665,2026-04-02,A0024,,Rent,,896,ACH,Everyday spend
T00666,2026-04-04,A0024,,Utility Co,,806,ACH,Everyday spend
T00667,2026-04-15,,A0024,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00668,2026-04-20,A0024,,Streaming,,621,CARD,Everyday spend
T00669,2026-04-20,A0024,,Grocery,,505,ACH,Everyday spend
T00670,2026-04-29,,A0024,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00671,2026-05-07,A0024,,Utility Co,,319,CARD,Everyday spend
T00672,2026-05-05,A0024,,Streaming,,206,ACH,Everyday spend
T00673,2026-05-11,A0024,,Streaming,,230,CARD,Everyday spend
T00674,2026-05-04,A0024,,Grocery,,621,CARD,Everyday spend
T00675,2026-05-13,,A0024,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00676,2026-05-24,A0024,,Insurer,,455,ACH,Everyday spend
T00677,2026-05-19,A0024,,Utility Co,,128,ACH,Everyday spend
T00678,2026-05-16,A0024,,Streaming,,183,ACH,Everyday spend
T00679,2026-05-17,A0024,,Rent,,46,ACH,Everyday spend
T00680,2026-05-27,,A0024,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00681,2026-06-04,A0024,,Streaming,,811,ACH,Everyday spend
T00682,2026-06-01,A0024,,Streaming,,636,CARD,Everyday spend
T00683,2026-06-10,,A0024,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00684,2026-06-16,A0024,,Utility Co,,749,CARD,Everyday spend
T00685,2026-06-21,A0024,,Streaming,,161,ACH,Everyday spend
T00686,2026-06-13,A0024,,Utility Co,,455,ACH,Everyday spend
T00687,2026-06-21,A0024,,Insurer,,342,ACH,Everyday spend
T00688,2026-06-24,,A0024,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00689,2026-06-28,A0024,,Grocery,,176,ACH,Everyday spend
T00690,2026-07-02,A0024,,Rent,,805,ACH,Everyday spend
T00691,2026-04-01,,A0025,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00692,2026-04-09,A0025,,Utility Co,,580,ACH,Everyday spend
T00693,2026-04-11,A0025,,Insurer,,154,CARD,Everyday spend
T00694,2026-04-10,A0025,,Grocery,,247,CARD,Everyday spend
T00695,2026-04-07,A0025,,Utility Co,,572,ACH,Everyday spend
T00696,2026-04-15,,A0025,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00697,2026-04-19,A0025,,Utility Co,,774,ACH,Everyday spend
T00698,2026-04-24,A0025,,Rent,,496,CARD,Everyday spend
T00699,2026-04-18,A0025,,Rent,,565,ACH,Everyday spend
T00700,2026-04-25,A0025,,Streaming,,99,ACH,Everyday spend
T00701,2026-04-29,,A0025,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00702,2026-04-30,A0025,,Utility Co,,445,ACH,Everyday spend
T00703,2026-05-11,A0025,,Utility Co,,263,CARD,Everyday spend
T00704,2026-05-06,A0025,,Insurer,,392,CARD,Everyday spend
T00705,2026-04-30,A0025,,Utility Co,,110,ACH,Everyday spend
T00706,2026-05-13,,A0025,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00707,2026-05-20,A0025,,Rent,,224,CARD,Everyday spend
T00708,2026-05-19,A0025,,Rent,,431,ACH,Everyday spend
T00709,2026-05-20,A0025,,Streaming,,122,CARD,Everyday spend
T00710,2026-05-27,,A0025,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00711,2026-05-30,A0025,,Insurer,,590,ACH,Everyday spend
T00712,2026-05-30,A0025,,Utility Co,,785,CARD,Everyday spend
T00713,2026-06-10,,A0025,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00714,2026-06-15,A0025,,Insurer,,514,ACH,Everyday spend
T00715,2026-06-17,A0025,,Grocery,,883,CARD,Everyday spend
T00716,2026-06-24,,A0025,EMPLOYER PAYROLL,,3653.85,ACH,Salary
T00717,2026-06-30,A0025,,Grocery,,198,ACH,Everyday spend
T00718,2026-07-06,A0025,,Utility Co,,823,CARD,Everyday spend
T00719,2026-07-05,A0025,,Grocery,,469,CARD,Everyday spend
T00720,2026-04-01,,A0026,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00721,2026-04-05,A0026,,Utility Co,,592,CARD,Everyday spend
T00722,2026-04-04,A0026,,Grocery,,555,ACH,Everyday spend
T00723,2026-04-13,A0026,,Insurer,,629,ACH,Everyday spend
T00724,2026-04-15,,A0026,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00725,2026-04-26,A0026,,Grocery,,878,ACH,Everyday spend
T00726,2026-04-20,A0026,,Rent,,186,CARD,Everyday spend
T00727,2026-04-20,A0026,,Insurer,,321,CARD,Everyday spend
T00728,2026-04-25,A0026,,Rent,,792,CARD,Everyday spend
T00729,2026-04-29,,A0026,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00730,2026-05-07,A0026,,Rent,,88,ACH,Everyday spend
T00731,2026-05-08,A0026,,Rent,,366,ACH,Everyday spend
T00732,2026-05-02,A0026,,Grocery,,347,ACH,Everyday spend
T00733,2026-05-08,A0026,,Grocery,,524,CARD,Everyday spend
T00734,2026-05-13,,A0026,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00735,2026-05-25,A0026,,Utility Co,,187,ACH,Everyday spend
T00736,2026-05-22,A0026,,Insurer,,462,ACH,Everyday spend
T00737,2026-05-22,A0026,,Grocery,,177,ACH,Everyday spend
T00738,2026-05-27,,A0026,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00739,2026-05-31,A0026,,Rent,,378,CARD,Everyday spend
T00740,2026-06-02,A0026,,Utility Co,,134,CARD,Everyday spend
T00741,2026-06-01,A0026,,Utility Co,,426,CARD,Everyday spend
T00742,2026-06-10,,A0026,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00743,2026-06-20,A0026,,Rent,,781,CARD,Everyday spend
T00744,2026-06-14,A0026,,Utility Co,,380,ACH,Everyday spend
T00745,2026-06-24,,A0026,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00746,2026-06-28,A0026,,Rent,,799,CARD,Everyday spend
T00747,2026-06-28,A0026,,Rent,,752,CARD,Everyday spend
T00748,2026-04-01,,A0027,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00749,2026-04-09,A0027,,Rent,,517,CARD,Everyday spend
